130,133,136,139,142,145,148,151,154,157,160,163,166,169,172,175,177,180,183,186,189,192,195,198,201,204,207,210,213,215,215,213,210,207,204,201,198,195,192,189,186,183,180,177,175,172,169,166,163,160,157,154,151,148,145,142,139,136,133,130,128
125,122,119,116,113,110,107,104,101,98,95,92,89,86,83,80,78,75,72,69,66,63,60,57,54,51,48,45,42,40,40,42,45,48,51,54,57,60,63,66,69,72,75,78,80,83,86,89,92,95,98,101,104,107,110,113,116,119,122,125,128
25,51,76,101,127,152,177,202,228,253,278,304,329,354,380,405,430,455,481,506,531,557,582,607,633,658,683,708,734,759,1341,1366,1392,1417,1442,1467,1493,1518,1543,1569,1594,1619,1645,1670,1695,1720,1746,1771,1796,1822,1847,1872,1898,1923,1948,1973,1999,2024,2049,2075,2100
