130,133,136,139,142,145,148,151,154,157,160,163,166,169,171,174,177,180,183,186,189,192,195,198,201,204,207,210,213,215,218,221,224,224,221,218,215,213,210,207,204,201,198,195,192,189,186,183,180,177,174,171,169,166,163,160,157,154,151,148,145,142,139,136,133,130,128
125,122,119,116,113,110,107,104,101,98,95,92,89,86,84,81,78,75,72,69,66,63,60,57,54,51,48,45,42,40,37,34,31,31,34,37,40,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,86,89,92,95,98,101,104,107,110,113,116,119,122,125,128
25,50,76,101,126,151,177,202,227,252,278,303,328,353,378,404,429,454,479,505,530,555,580,606,631,656,681,707,732,757,782,807,833,1514,1539,1564,1590,1615,1640,1665,1691,1716,1741,1766,1792,1817,1842,1867,1892,1918,1943,1968,1993,2019,2044,2069,2094,2120,2145,2170,2195,2221,2246,2271,2296,2321,2347
