130,133,136,139,142,145,148,151,154,157,160,163,166,169,172,175,178,181,184,187,188,188,187,184,181,178,175,172,169,166,163,160,157,154,151,148,145,142,139,136,133,130,128
125,122,119,116,113,110,107,104,101,98,95,92,89,86,83,80,77,74,71,68,67,67,68,71,74,77,80,83,86,89,92,95,98,101,104,107,110,113,116,119,122,125,128
25,51,76,102,127,152,178,203,229,254,279,305,330,356,381,406,432,457,483,508,533,940,965,991,1016,1041,1067,1092,1118,1143,1169,1194,1219,1245,1270,1296,1321,1346,1372,1397,1423,1448,1473
